quote,author
“Our world has no place for cowards.”,Danielle Rollins
"“Everyone is intertwined with the past, present, and future.”",Shree Shambav
“What do you do when there's nowhere to turn? You drive straight ahead.”,Leslie Gordon
“We can’t simultaneously think of two things.”,Shree Shambav
“Never apologize for who you are.”,Brajesh Kumar Singh
“Life With Adventure”,Chloe Pyke
“Make the most of every moment.”,Lailah Gifty Akita
"“Ali, pre ili kasnije, i u najiscrpljenijim telima mora se skupiti nova snaga, kao što i najveći krčag mora biti do vrha ispunjen kišnicom, ukoliko pljusak dovoljno dugo potraje.”",Vladimir Lenski
“I’m a rebel in the game of chanceI have learned to enjoy the spiritual danceI have yearned to speak the language of truth I have the power to inspire our youth”,Aida Mandic
"“My smile is big and speaks of love I carry it around like a silky glove When you turn and look at me What do you see, what do you see”",Aida Mandic
"“• Utilize science to help others lessen effects of painful memories• Experience new cultures, languages, lifestyles, and countries• Help others (and yourself) avoid/overcome identity theft, burnout, bankruptcy, and divorce”",Aida Mandic
"“Love can make the world come together Opening our hearts to the futureOnly love can make the world come together Come together, changing the weather”",Aida Mandic
“We find out what is obviousWe discover what is curiousAt last the puzzle has been solved Into dreams that evolved”,Aida Mandic
"“Choose words wisely, wisely you will learnThe manner in which we choose to express Determines the outcome of this game of chess”",Aida Mandic
“Is this how we want to live our livesIs this how we want to shape our archivesAngry and bitter from moments that left us empty Forgetting why we ever thought it was a good decisionTo get stuck tied down in the wrong kind of vision”,Aida Mandic
“Hope appears as a distant stranger Where ghosts are quiet and lack strength Unaware that they will confront danger When ideas start to display their length”,Aida Mandic
"“Within the dimensions of an infinite dance, Lives a crowd that looks for a unique tree, It serenades hearts to join its trance,So they can swim in the beautiful blue sea”",Aida Mandic
“Our behaviour should correspond to our thoughts and actions.”,Shree Shambav
“I think that negativeEmotions have their place ConfusionAngerSadnessFearThey have their placeThey set a paceEach unraveling a unique faceAnd it’s up to our choicesWhether we learn from their voices”,Aida Mandic
“That’s what you say That I’m different And uniqueRight?Am I right?Because that is meI always fightI fight and fight and fight all day Long after everyone has left And gone awayLong after there is no play”,Aida Mandic
“iconic women travel the world charming others with their beautytheir distinct personality leaves a mark on everyone who is aroundbecause a warm and genuine smilehas a special kind of style”,Aida Mandic
“As with all daring and successful men the tricks and devices of his subconscious nature were much more formidable than his rational schemes; and so by a sort of automatic protective instinct he kept them subconscious.”,John Cowper Powys
“One glance brought you to your kneesIt was like a trip on a rocket to the moon She threw away fear’s locks and keys By playing to the magic of her own tune”,Aida Mandic
“A queen of a magnificent typeAn angel from a mysterious time The iron lady escaped all the hype She made every moment her prime”,Aida Mandic
“Deep and clear ideasHave a way of coming true They sense every single clueI always seek to discoverOptions and their subtle bordersI know their kind never accepts orders”,Aida Mandic
“We cannot be in the present if we are still clinging to our past.”,Shree Shambav
"“Live every day your way, and wear your blessings well. In Jesus name, amen.”",Ron Baratono
"“Every story has a story. And always more important than a story itself, is the reason behind why it was told.”",Sean  Norris
“Why be human when you can be a god?”,Dan Desmarques
“Be better today than yesterday as new opportunities may arrive giving you a chance to be a better version of yourself.”,RJ Yolande Mendes
“Rise higher when you fall... be confident to face it all... and focus on making the impossible possible!”,RJ Yolande Mendes
"“Never justify yourself for who you are, your attitude leads to whom you want to be...”",RJ Yolande Mendes
"“Give hope to your inner self to rise above with your self-esteem, work through it and you will succeed.”",RJ Yolande Mendes
“Sometimes you gotta lose a few people to succeed.”,Robbie J
"“Like a star you shine bright, like the moon you throw light, make your own luminosity so strong that no one ever dulls your life...”",RJ Yolande Mendes
“Self-believing and self-realization will help you become stronger mentally and will guide you to take proper decisions in your life...”,RJ Yolande Mendes
“Proving something to yourself is more important than proving anything to others.”,RJ Yolande Mendes
"“Life takes a magical turn when you start believing in yourself, cast your own spells, and see your life-changing...”",RJ Yolande Mendes
"“Fearless is another word for self-confidence, staying fearless like a beast, and not giving up on being successful is an achievement in itself...”",RJ Yolande Mendes
"“Self-esteem and pride are the two main tools that build confidence, don’t lose them or you will lose yourself...”",RJ Yolande Mendes
"“Your attitude decides your victory, follow your intent, plan your strategy and win the rewards of life...”",RJ Yolande Mendes
"“Don't doubt your instinct of becoming bigger, follow the intuition and grow in life because intuition guides you to be more assertive and self-dependent...”",RJ Yolande Mendes
“Inhale positivity and exhale negativity because positivity will resolve 90% of the issue most of the times!”,RJ Yolande Mendes
“Self-confidence is one of the sharpest weapons you have and I am sure losing it isnt wise!”,RJ Yolande Mendes
“Do not compare yourself with others as you are greater than you think you are...”,RJ Yolande Mendes
"“To start something, you need an idea and to work on it you need confidence, so plant the idea and let the confidence grow with time!”",RJ Yolande Mendes
“Master ignoring the unnecessary worry and embrace the positiveness that gives you the confidence to face any issues you might stumble upon.”,RJ Yolande Mendes
“Build walls of self-esteem and self-confidence in order to make sure the Vibes are just the ones you really wanna feel...”,RJ Yolande Mendes
"“Your attitude helps build the future you, learn to Improvise by learning from your previous mistakes and deciding to never walk those roads again.”",RJ Yolande Mendes
"“Be a light of your own darkness, bloom with immense light within to surpass all obstacles in life...”",RJ Yolande Mendes
“We must accept our current circumstances before we can change them.”,Shree Shambav
